City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
103,Neryungri,RU,56.6709,124.6491,41.58,77,92,4.59,
104,Lompoc,US,34.6391,-120.4579,83.01,76,1,4.0,
105,Honiara,SB,-9.4333,159.95,86.88,65,21,5.99,
106,Kidal,ML,18.4411,1.4078,87.8,10,0,11.27,
107,Kolosovka,RU,56.4678,73.611,28.24,96,7,7.72,
108,Qaanaaq,GL,77.484,-69.3632,21.24,70,100,6.49,
109,Sioux Lookout,CA,50.1001,-91.917,55.78,71,75,2.3,
110,Aklavik,CA,68.2191,-135.0107,34.63,80,75,14.97,
111,Muli,MV,2.9167,73.5667,82.42,78,100,20.38,
112,Kempsey,AU,-31.0833,152.8333,58.95,88,92,6.76,
113,Pallasovka,RU,50.05,46.8833,53.15,87,100,6.53,
114,Hit,IQ,33.6416,42.8251,73.18,24,0,11.74,
115,Saint George,US,37.1041,-113.5841,93.54,20,1,8.01,
116,Dikson,RU,73.5069,80.5464,37.31,77,100,18.57,
117,Cidreira,BR,-30.1811,-50.2056,62.85,90,2,9.33,
118,Verkhnevilyuysk,RU,63.4453,120.3167,32.68,80,29,5.26,
119,Knoxville,US,35.9606,-83.9207,70.16,79,90,0.0,
120,Flinders,AU,-34.5833,150.8552,60.06,57,92,7.0,
121,Bethel,US,41.3712,-73.414,66.92,86,1,3.44,
122,Paita,PE,-5.0892,-81.1144,66.76,86,17,16.28,
123,Piacabucu,BR,-10.4056,-36.4344,73.87,89,16,9.55,
124,Crailsheim,DE,49.1344,10.0719,63.27,91,72,4.7,
125,Saskylakh,RU,71.9167,114.0833,31.98,88,94,17.34,
126,Valparaiso,CL,-33.0393,-71.6273,60.44,66,0,8.05,
127,Jucas,BR,-6.5253,-39.5275,84.56,31,30,5.57,
128,Datong,CN,40.0936,113.2914,57.54,76,88,3.87,
129,Monrovia,LR,6.3005,-10.7969,77.41,88,100,8.41,
130,San Pedro,PH,14.35,121.0167,86.32,76,75,1.14,
131,Kisoro,UG,-1.2854,29.685,58.32,94,100,1.48,
132,Mahebourg,MU,-20.4081,57.7,71.89,78,40,12.66,
133,Tuktoyaktuk,CA,69.4541,-133.0374,33.8,93,90,14.97,
134,Kerrobert,CA,51.9168,-109.1348,71.65,37,95,11.41,
135,Grootfontein,NA,-19.5667,18.1167,69.37,19,0,4.61,
136,Esperance,AU,-33.8667,121.9,55.24,59,74,19.22,
137,Thompson,CA,55.7435,-97.8558,51.96,66,90,4.61,
138,Castro,BR,-24.7911,-50.0119,61.29,83,37,2.84,
139,Stromness,GB,58.965,-3.296,59.25,90,48,10.0,
140,Coari,BR,-4.085,-63.1414,76.57,83,97,2.86,
141,Avarua,CK,-21.2078,-159.775,75.25,94,75,14.97,
142,Mwinilunga,ZM,-11.7358,24.4293,64.58,31,61,2.3,
143,Sawakin,SD,19.1059,37.3321,84.94,62,29,7.47,
144,Kuala Terengganu,MY,5.3302,103.1408,75.15,94,20,0.0,
145,Bengkulu,ID,-3.8004,102.2655,74.8,95,100,1.19,
146,Loralai,PK,30.3705,68.598,71.15,53,0,1.48,
147,Sinnamary,GF,5.3833,-52.95,79.7,85,13,10.11,
148,Karlstad,SE,59.3793,13.5036,41.56,100,25,0.0,
149,Rezekne,LV,56.5,27.3167,45.36,97,24,10.78,
150,Moron,AR,-34.6534,-58.6198,64.02,85,2,1.99,
151,Soteapan,MX,18.2333,-94.8667,81.03,88,93,5.39,
152,Kahului,US,20.8947,-156.47,85.26,76,40,21.85,
153,Derzhavinsk,KZ,51.1,66.3167,53.6,29,100,9.24,
154,Bunia,CD,1.5667,30.25,62.13,93,100,1.77,
155,Palembang,ID,-2.9167,104.7458,77.09,94,20,3.44,
156,Airai,TL,-8.9266,125.4092,70.97,47,63,2.44,
157,Miri,MY,4.4148,114.0089,78.94,94,40,2.3,
158,Grand Gaube,MU,-20.0064,57.6608,72.0,75,4,4.0,
159,Rocha,UY,-34.4833,-54.3333,53.89,98,28,2.59,
160,Constitucion,CL,-35.3333,-72.4167,51.8,90,20,6.87,
161,Chuy,UY,-33.6971,-53.4616,58.86,96,78,4.18,
162,Lorengau,PG,-2.0226,147.2712,85.39,66,69,7.14,
163,Kodiak,US,57.79,-152.4072,45.91,53,75,6.91,
164,Marsabit,KE,2.3284,37.9899,63.01,78,20,20.6,
165,Gupitan,PH,7.7758,125.6406,78.53,85,100,0.98,
166,Severo-Kurilsk,RU,50.6789,156.125,48.65,88,98,12.71,
167,Odesskoye,RU,54.2111,72.9651,32.77,77,8,8.46,
168,Camabatela,AO,-8.1881,15.375,62.82,91,82,5.93,
169,Fortuna,US,40.5982,-124.1573,74.43,68,20,4.0,
170,Kingsland,US,30.8,-81.6898,77.95,74,16,3.58,
171,Port Macquarie,AU,-31.4333,152.9167,57.16,94,90,9.22,
172,Port Lincoln,AU,-34.7333,135.8667,55.35,65,15,17.13,
173,Norman Wells,CA,65.282,-126.8329,35.64,87,90,17.27,
174,Jiblah,YE,13.9216,44.1467,64.02,58,50,2.1,
175,Saint-Prosper,CA,46.2117,-70.4811,61.68,86,88,3.87,
176,Arrecife,ES,28.963,-13.5477,73.47,73,20,8.05,
177,Erzin,TR,36.9559,36.2,67.01,37,0,3.18,
178,Bosaso,SO,11.2842,49.1816,91.29,42,71,16.58,
179,Touros,BR,-5.1989,-35.4608,79.7,81,12,15.39,
180,Manokwari,ID,-0.8667,134.0833,82.94,68,100,3.85,
181,Tomatlan,MX,19.9333,-105.25,82.85,81,58,3.83,
182,College,US,64.8569,-147.8028,35.58,88,75,0.0,
183,Aksarka,RU,66.5606,67.7975,30.49,86,17,6.82,
184,Nioro,GM,13.35,-15.75,77.52,89,53,4.88,
185,Sakakah,SA,29.9697,40.2064,78.37,36,0,8.28,
186,Anshun,CN,26.25,105.9333,63.73,94,60,8.68,
187,Longyearbyen,SJ,78.2186,15.6401,39.04,87,75,4.61,
188,Manhumirim,BR,-20.3578,-41.9581,63.72,73,44,3.04,
189,Dicabisagan,PH,17.0818,122.4157,82.94,78,47,6.2,
190,Blama,SL,7.8736,-11.3433,72.5,99,99,0.76,
191,Pacific Grove,US,36.6177,-121.9166,80.6,81,1,1.01,
192,Kutina,HR,45.475,16.7819,57.18,79,1,2.53,
193,Takoradi,GH,4.8845,-1.7554,76.05,90,100,5.61,
194,Beitbridge,ZW,-22.2167,30.0,68.02,39,0,4.97,
195,Iqaluit,CA,63.7506,-68.5145,33.53,86,90,11.01,
196,Alofi,NU,-19.0595,-169.9187,76.89,57,9,6.91,
197,Melrose,US,42.4584,-71.0662,69.31,79,90,1.99,
198,Westport,US,41.1415,-73.3579,69.98,81,39,2.62,
199,Christchurch,NZ,-43.5333,172.6333,50.83,71,75,17.27,
200,Cabo San Lucas,MX,22.8909,-109.9124,91.51,73,37,8.57,
201,Auki,SB,-8.7676,160.7034,86.67,64,24,2.66,
202,Goderich,CA,43.7501,-81.7165,57.52,62,54,6.91,
203,Gijon,ES,43.5357,-5.6615,63.81,91,67,7.0,
204,Keti Bandar,PK,24.1447,67.4497,81.43,84,38,5.91,
205,Vestmannaeyjar,IS,63.4427,-20.2734,40.5,81,100,3.94,
206,Cervo,ES,43.6702,-7.4101,64.96,82,32,9.53,
207,Faya,SA,18.3851,42.4509,64.92,25,23,6.82,
208,Pimentel,PE,-6.8367,-79.9342,62.89,82,90,17.27,
209,Saint Anthony,US,45.0205,-93.218,69.73,32,1,1.99,
210,Upernavik,GL,72.7868,-56.1549,19.98,69,1,5.53,
211,Clyde River,CA,70.4692,-68.5914,27.28,84,50,5.55,
212,Corn Island,NI,12.1694,-83.0418,80.42,81,100,18.75,
213,Nuuk,GL,64.1835,-51.7216,30.81,55,0,6.91,
214,Opoczno,PL,51.3757,20.2783,62.22,89,98,5.26,
215,Rawah,IQ,34.4816,41.9093,70.93,26,0,10.42,
216,Marechal Candido Rondon,BR,-24.5561,-54.0567,72.25,42,0,5.23,
217,Sitka,US,57.0531,-135.33,51.69,71,90,3.44,
218,Enshi,CN,30.3,109.4833,75.25,87,4,0.11,
219,Ransang,PH,8.9603,117.5828,82.08,77,65,0.78,
220,Cayenne,GF,4.9333,-52.3333,83.08,80,39,4.0,
221,Tsiroanomandidy,MG,-18.7667,46.0333,66.02,66,81,4.83,
222,Aswan,EG,24.0934,32.907,79.9,38,0,12.66,
223,Itarema,BR,-2.9248,-39.9167,78.98,78,23,18.1,
224,Mattru,SL,7.6244,-11.8332,74.3,97,93,2.44,
225,Paamiut,GL,61.994,-49.6678,34.45,67,0,5.39,
226,Kaeo,NZ,-35.1,173.7833,60.66,83,48,6.15,
227,Saint-Philippe,RE,-21.3585,55.7679,69.39,86,44,13.4,
228,Tonekabon,IR,36.8163,50.8738,71.55,95,93,5.95,
229,Lebu,CL,-37.6167,-73.65,48.99,84,20,9.78,
230,Rosetta,EG,31.4044,30.4164,71.64,67,0,5.88,
231,Beringovskiy,RU,63.05,179.3167,36.14,58,73,5.28,
232,Wawa,NG,9.9022,4.4192,74.41,88,79,5.23,
233,Senanga,ZM,-16.1167,23.2667,66.56,25,2,6.53,
234,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,62,0,24.16,
235,Markova,UA,48.6758,24.4138,50.29,78,0,7.23,
236,Baruun-Urt,MN,46.6806,113.2792,58.01,85,89,9.62,
237,Carnarvon,AU,-24.8667,113.6333,68.07,68,40,10.36,
238,Sept-Iles,CA,50.2001,-66.3821,53.06,95,75,3.0,
239,Horodnytsya,UA,50.807,27.3168,57.7,84,92,10.18,
240,Kodumudi,IN,11.0775,77.8836,77.43,83,100,8.68,
241,Treinta Y Tres,UY,-33.2333,-54.3833,55.38,95,57,6.08,
242,Tasiilaq,GL,65.6145,-37.6368,37.56,61,100,10.2,
243,Muros,ES,42.7762,-9.0603,64.99,92,18,5.88,
244,Chauk,MM,20.8833,94.8167,77.07,91,56,1.68,
245,Laguna,US,38.421,-121.4238,98.13,35,1,4.0,
246,Greenwood,US,34.1668,-82.1165,72.19,73,1,3.44,
247,Barinas,VE,8.6226,-70.2075,85.69,83,31,3.04,
248,Esmeralda,CU,21.8525,-78.1169,79.84,85,58,6.33,
249,Manali,IN,13.1667,80.2667,78.89,71,85,5.7,
250,Valenca Do Piaui,BR,-6.4075,-41.7456,86.49,34,95,8.68,
251,Sembakung,ID,3.8167,117.25,78.73,90,86,1.9,
252,Birao,CF,10.2849,22.7882,71.24,94,89,1.63,
253,Camacha,PT,33.0833,-16.3333,67.42,73,40,0.0,
254,Cruzilia,BR,-21.8386,-44.8083,61.7,90,78,6.78,
255,Tutoia,BR,-2.7619,-42.2744,79.47,82,62,14.43,
256,Ahipara,NZ,-35.1667,173.1667,59.09,89,83,6.33,
257,Georgetown,MY,5.4112,100.3354,79.9,87,20,3.0,
258,Umm Kaddadah,SD,13.6017,26.6876,80.87,59,96,7.72,
259,Zachary,US,30.6485,-91.1565,82.06,57,1,6.91,
260,Nikolskoye,RU,59.7035,30.7861,48.09,92,99,8.84,
261,Staryy Nadym,RU,65.6118,72.6842,31.93,79,0,6.06,
262,Hobbs,US,32.7026,-103.136,81.07,27,100,5.01,
263,Ugoofaaru,MV,5.6667,73.0,80.76,81,100,21.94,
264,Shache,CN,38.4167,77.2406,63.81,24,0,4.83,
265,Torbay,CA,47.6666,-52.7314,47.57,87,20,10.36,
266,Cartagena Del Chaira,CO,1.3349,-74.8429,70.45,93,90,2.75,
267,Clonakilty,IE,51.6231,-8.8706,60.1,94,94,13.02,
268,Pauini,BR,-7.7136,-66.9764,79.0,72,69,2.62,
269,Marsa Matruh,EG,31.3525,27.2453,70.99,65,3,6.93,
270,Seremban,MY,2.7297,101.9381,78.35,92,91,2.71,
271,Visby,SE,57.6409,18.296,47.95,100,9,0.0,
272,Paka,MY,4.6374,103.4368,76.98,94,20,0.0,
273,Tupik,RU,54.4253,119.9327,50.22,90,100,8.16,
274,Port Elizabeth,ZA,-33.918,25.5701,62.89,67,0,13.8,
275,Tebingtinggi,ID,3.3285,99.1625,75.31,95,90,1.45,
276,Pathanamthitta,IN,9.2667,76.7833,74.1,98,100,2.15,
277,Dunmore Town,BS,25.5,-76.65,83.01,74,99,7.27,
278,Iskateley,RU,67.6803,53.1512,43.5,84,100,15.64,
279,Leningradskiy,RU,69.3833,178.4167,30.06,73,100,5.28,
280,Hobyo,SO,5.3505,48.5268,77.23,85,98,21.23,
281,Grindavik,IS,63.8424,-22.4338,40.95,75,40,25.32,
282,Les Cayes,HT,18.2,-73.75,80.89,78,17,3.62,
283,Sao Filipe,CV,14.8961,-24.4956,78.26,76,35,2.53,
284,Tuatapere,NZ,-46.1333,167.6833,46.81,71,66,10.71,
285,Tateyama,JP,34.9833,139.8667,71.87,63,100,14.27,
286,Turukhansk,RU,65.8167,87.9833,30.6,82,47,7.38,
287,Lakatoro,VU,-16.0999,167.4164,79.03,77,53,11.59,
288,Port Blair,IN,11.6667,92.75,81.07,84,100,11.14,
289,Eyl,SO,7.9803,49.8164,77.25,76,68,19.15,
290,Domoni,KM,-12.2569,44.5319,75.81,74,28,1.5,
291,Ulladulla,AU,-35.35,150.4667,59.88,49,59,9.26,
292,Krutinka,RU,56.0055,71.5113,32.47,87,5,9.1,
293,Moctezuma,MX,29.8,-109.6667,85.35,45,100,3.36,
294,Te Anau,NZ,-45.4167,167.7167,43.83,71,32,2.59,
295,Coihaique,CL,-45.5752,-72.0662,37.35,87,40,2.3,
296,Sardice,CZ,48.964,17.0281,60.37,75,3,3.87,
297,Omboue,GA,-1.5746,9.2618,76.32,90,95,7.61,
298,Tessalit,ML,20.1986,1.0114,85.86,10,0,11.88,
299,Luderitz,NA,-26.6481,15.1594,61.34,51,26,12.95,
300,Okhotsk,RU,59.3833,143.3,49.23,57,97,15.88,
301,Padang,ID,-0.9492,100.3543,75.25,88,97,3.91,
302,Vanavara,RU,60.34,102.2797,34.99,98,79,5.3,
303,Tigil,RU,57.8,158.6667,50.41,59,45,6.87,
304,Bintulu,MY,3.1667,113.0333,77.41,94,20,3.0,
